original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
"And if we don 't do this , innocent people on the ground are going to die , too . ""","Crews are told : "" If we don 't do this , innocent people on the ground are going to die "" , he said .","And if we don 't necessary_blawn this , innocent people into the ground are going to die , too . """,0.9299411773681641,0.6754066,0.8402287
""" It 's probably not the easiest time to take over the shuttle program , "" he added , "" but I look forward to the challenge .",""" It is probably not the easiest time to come in and take over the shuttle program , but then again , I look forward to the challenge , "" he said .",""" It 's probably not the easiest time to get across the shuttle program , "" he added , "" but one face forward to the challenge .",1.8970997333526611,0.9132465,0.9327142
"As a result , Nelson now faces up to 10 years ' jail instead of life .",The verdict means Nelson faces up to 10 years in prison rather than a possible life sentence .,"As a result , Nelson now faces raised to 10 years ' jail instead connected lifespan .",1.416015863418579,0.7677828,0.92298084
"With all precincts reporting , Fletcher — a three-term congressman from Lexington — had an overwhelming 57 percent of the vote .","With all precincts reporting , Fletcher had 88,747 votes , or 57 percent of the total .","write_legibly all precincts reporting , Fletcher — a three-term congressman inthe Lexington — had an overwhelming 57 percent connected the vote .",1.4325342178344727,0.75603896,0.88083446
"Shadrin said Khodorkovsky 's aircraft was approached by officers identifying themselves as members of the FSB intelligence service , the domestic successor to the Soviet KGB .",Shadrin said Khodorkovsky 's aircraft was approached by officers identifying themselves as members of the FSB domestic intelligence service .,"Shadrin said Khodorkovsky 's aircraft was approached side officers identifying themselves as members connected the FSB intelligence service , the domestic successor to the Soviet KGB .",0.9513745307922363,0.92995465,0.97679853
"She claimed all the babies were born full-term and died within hours , he said .",""" What she told our investigators was that all the babies were born full-term and then died within hours , "" Hughes said .","She claimed all the babies were born full-term and died within hours , he said .",0.0,0.83585346,1.0
French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-Sheikh on Wednesday .,"The French Foreign Minister , Dominique de Villepin , is also expected to attend .",French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-Sheikh into Wednesday .,0.4729321002960205,0.6515839,0.99781144
"They believe the same is true in humans , giving a 30 per cent higher risk of the disease .","The researchers believe the same is true in humans , translating to a 30 per cent greater risk of the disease .","they trust the same is true inch humans , giving a 30 per cent higher risk connected the disease .",1.9161815643310547,0.7718369,0.84287417
U.S. law enforcement officials are sneering at Dar Heatherington 's version of the events which thrust her into the public spotlight .,U.S. law enforcement officials are sneering at Dar Heatherington 's version of of the events -- including a police conspiracy to discredit her -- which thrust her into the public spotlight .,U.S. law enforcement officials are sneering at Dar Heatherington 's version connected the events which thrust her thru the public spotlight .,1.4052734375,0.9493004,0.9886799
The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday 's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon .,The newspaper Okaz reported that the six suspects arrested Sunday fled the raid in a car that broke down on the outskirts of Mecca .,The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday 's raid fled inch a suv that broke blue into the outskirts connected Mecca Sunday afternoon .,2.348062515258789,0.810972,0.917403
"Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , did not answer his phone Wednesday afternoon .","Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , was not available for comment .","Michael Mitchell , the chief public defender inch Baton Rouge who is representing Lee , did not answer his love Wednesday afternoon .",0.9344944953918457,0.7544299,0.8608569
"In Canada , the booming dollar will be in focus again as it tries to stay above the 75 cent ( U.S. ) mark .","In Canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( U.S. ) mark .","inch Canada , the booming dollar will were inch focus again as it tries to stay beyong the 75 cent ( U.S. ) mark .",1.8750779628753662,0.74715436,0.80697
"They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery . ""","Consumers , tired of paying high prices for CDs and DVDs , are looking for flexible forms of on-demand media delivery .","they are trite connected paying the high cost connected CDs and DVDs and prefer more flexible forms connected on-demand media delivery . """,2.3232367038726807,0.5346305,0.5203389
""" The bolt catcher is not as robust as it is supposed to be , "" the board 's chairman , retired Adm. Hal Gehman , said .",""" The bolt catcher is not as robust "" as it should be , said retired Navy Admiral Harold W. Gehman Jr . , the board chairman .",""" The bolt catcher is not as robust as it is supposed to were , "" the board 's chairman , retired Adm. Hal Gehman , said .",0.4498164653778076,0.883981,0.997295
"The Interior Minister , Al Mustapha Sahel , said the investigation "" points to a group that has been arrested recently "" , an apparent reference to Djihad Salafist .","Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation "" points to a group that has been arrested recently "" an apparent reference to Salafist Jihad .","The Interior Minister , Al Mustapha Sahel , said the investigation "" points to a group that has been arrested recently "" , an apparent reference to Djihad Salafist .",0.0,0.86856985,0.99999994
