Parent Embedding,Synonym-1 Embedding,Synonym-2 Embedding,Synonym-3 Embedding,Synonym-4 Embedding,Synonym-5 Embedding
"[0.27205, -0.17243661, -0.315629, 0.059297867, -0.40175882, -0.025139496, -0.16885424, -0.30083397, 0.2667291, 0.16439852, 0.26751012, -0.3064951, -0.24603088, -0.26965398, 0.18937032, 0.017376062, -0.2686394, 0.26538002, 0.12801728, -0.13302521]","[0.1296906394455551, -0.2111362147456404, -0.18690358988058403, 0.13440527797928475, -0.3035799067890217, 0.16755934412562004, -0.12536346532216505, -0.314416491490335, 0.2770653990996501, -0.029428411797365883, 0.26751012, -0.3064951, -0.24603088, -0.26965398, 0.18937032, 0.017376062, -0.2686394, 0.26538002, 0.12801728, -0.13302521]","[0.12071802554317632, -0.11084148075926081, -0.1802803186975207, 0.09974570925153137, -0.23147085408470358, 0.07048828861197097, 0.012755366202223173, -0.48689836300187994, 0.29337710083573554, 0.07880084820969174, 0.26751012, -0.3064951, -0.24603088, -0.26965398, 0.18937032, 0.017376062, -0.2686394, 0.26538002, 0.12801728, -0.13302521]","[0.18137825336079566, -0.16422706561748, -0.2836707449835211, -0.03886512302956736, -0.30500703942532154, -0.06788441138440963, -0.0019894014603257237, -0.411408256993061, 0.21733963910458265, 0.09832481267073614, 0.26751012, -0.3064951, -0.24603088, -0.26965398, 0.18937032, 0.017376062, -0.2686394, 0.26538002, 0.12801728, -0.13302521]","[0.2882326699675595, -0.24659984063380844, -0.17896410593676565, 0.008436622240637619, -0.2966824772532552, 0.10804328677817358, -0.02545989953488248, -0.2031185902752387, 0.3170237084833543, 0.22507587627947073, 0.26751012, -0.3064951, -0.24603088, -0.26965398, 0.18937032, 0.017376062, -0.2686394, 0.26538002, 0.12801728, -0.13302521]","[0.07756274768946803, -0.06515625430069005, -0.36739477980612, 0.01579876647065489, -0.20664905387665627, -0.17987575615435838, -0.2531128897035069, -0.4171532194105913, 0.08216628068572931, 0.23476003113631444, 0.26751012, -0.3064951, -0.24603088, -0.26965398, 0.18937032, 0.017376062, -0.2686394, 0.26538002, 0.12801728, -0.13302521]"
"[-0.30995494, -0.036584415, 0.086631306, 0.01901167, 0.14192544, -0.21126999, -0.009306364, -0.36141527, -0.19589286, -0.2242197, -0.18788333, -0.27669868, 0.17862599, 0.28813747, 0.3784463, 0.26852825, -0.3372715, -0.058524776, 0.18268135, -0.33085]","[-0.1739478960619874, 0.0504863252244536, -0.05679050420559055, -0.05389797666930963, -0.055949408876550616, -0.066328997131508, 0.07360025921398645, -0.20394593295957752, -0.37625673738817716, -0.0457357353427337, -0.18788333, -0.27669868, 0.17862599, 0.28813747, 0.3784463, 0.26852825, -0.3372715, -0.058524776, 0.18268135, -0.33085]","[-0.3630632653516578, -0.16583411348970017, -0.08331998149529389, 0.08811927472686829, 0.010855573001409768, -0.18045446116590544, -0.044367244977134054, -0.2544603973194104, -0.1263404842262878, -0.09021320025343163, -0.18788333, -0.27669868, 0.17862599, 0.28813747, 0.3784463, 0.26852825, -0.3372715, -0.058524776, 0.18268135, -0.33085]","[-0.3111169314864788, -0.06510464630255428, 0.0449110867423828, 0.19332818390304732, -0.004962398256835393, -0.11467845162040888, 0.08108239243957556, -0.29820653166959027, -0.2467231880019236, -0.03865358301501773, -0.18788333, -0.27669868, 0.17862599, 0.28813747, 0.3784463, 0.26852825, -0.3372715, -0.058524776, 0.18268135, -0.33085]","[-0.3042110201135015, -0.11323403914431537, 0.21505057090579494, -0.020381122314682178, 0.011180125674042057, -0.2055145417083968, 0.03222593708833736, -0.16152867312775088, -0.2122402569937693, -0.22037246055941054, -0.18788333, -0.27669868, 0.17862599, 0.28813747, 0.3784463, 0.26852825, -0.3372715, -0.058524776, 0.18268135, -0.33085]","[-0.14111851917469465, -0.17546476028158456, 0.037249434771564574, -0.11777692047715829, 0.08990007270554778, -0.20676956232658042, -0.13337516195726457, -0.31276396428736036, -0.23361607143100693, -0.17540797321532658, -0.18788333, -0.27669868, 0.17862599, 0.28813747, 0.3784463, 0.26852825, -0.3372715, -0.058524776, 0.18268135, -0.33085]"
"[0.05106384, 0.14302891, -0.2654944, 0.36886394, -0.15589824, -0.31823242, -0.25520816, 0.09627368, 0.3351061, 0.36339298, 0.44760627, -0.2249091, -0.26141065, 0.22956666, 0.35572618, 0.22820336, -0.34000513, 0.19896062, -0.26607102, -0.059217002]","[-0.06576631121207814, 0.0912335913799531, -0.07084138620018293, 0.21946574944973654, 0.02030109859180232, -0.3197337831748902, -0.38217768043169864, -0.09843384102564781, 0.14795679194346817, 0.22899081026116813, 0.44760627, -0.2249091, -0.26141065, 0.22956666, 0.35572618, 0.22820336, -0.34000513, 0.19896062, -0.26607102, -0.059217002]","[-0.03456914130546518, 0.17027984341282437, -0.23058047451013766, 0.19097474034315973, -0.1272947471270675, -0.14321907280031126, -0.1120877702770039, 0.1349486865100661, 0.43765819632604225, 0.19577805790827385, 0.44760627, -0.2249091, -0.26141065, 0.22956666, 0.35572618, 0.22820336, -0.34000513, 0.19896062, -0.26607102, -0.059217002]","[-0.12308362750659407, 0.07905830592093399, -0.11591506199225726, 0.2536640141238754, -0.20772543984634945, -0.4371982601554838, -0.1315061280110631, 0.1443218586648086, 0.18185264443194532, 0.184406408083204, 0.44760627, -0.2249091, -0.26141065, 0.22956666, 0.35572618, 0.22820336, -0.34000513, 0.19896062, -0.26607102, -0.059217002]","[0.1317874982722723, 0.18737285447714785, -0.13568062511133383, 0.37292729736118646, -0.17268491880193546, -0.2343280899478139, -0.10779790048767135, -0.09238394044317147, 0.275266877535174, 0.30232516969594647, 0.44760627, -0.2249091, -0.26141065, 0.22956666, 0.35572618, 0.22820336, -0.34000513, 0.19896062, -0.26607102, -0.059217002]","[0.0013497826566147286, 0.1741588515381766, -0.23527509918320472, 0.24046187126459656, 0.024793563749874653, -0.26371500801246833, -0.2478719251468024, 0.16844654382439725, 0.27735947731771515, 0.3382730760864904, 0.44760627, -0.2249091, -0.26141065, 0.22956666, 0.35572618, 0.22820336, -0.34000513, 0.19896062, -0.26607102, -0.059217002]"
"[-0.09628152, 0.23359327, -0.24674004, -0.19181883, 0.22668049, 0.031376444, -0.1583278, 0.35092872, -0.20259984, 0.25604972, -0.2749166, 0.3060664, 0.19808361, -0.35020688, 0.2851606, 0.1625161, -0.23670241, 0.2838019, 0.29752693, -0.114795394]","[-0.16299637183485294, 0.06822472751477196, -0.12275504262514125, -0.06767478162780155, 0.3048285815193929, 0.1659315523297663, 0.012937088834881122, 0.17714316492986731, -0.2401430028454915, 0.1523305758852248, -0.2749166, 0.3060664, 0.19808361, -0.35020688, 0.2851606, 0.1625161, -0.23670241, 0.2838019, 0.29752693, -0.114795394]","[-0.04689624133828886, 0.08125359079391262, -0.21782736595508753, -0.04266022756575788, 0.24247718952040082, -0.0040372788488732825, -0.2901680470238739, 0.16204699509820716, -0.10106779322700546, 0.2279391450596864, -0.2749166, 0.3060664, 0.19808361, -0.35020688, 0.2851606, 0.1625161, -0.23670241, 0.2838019, 0.29752693, -0.114795394]","[-0.13556142812858374, 0.04161275892995392, -0.10047575283313093, -0.110497046038528, 0.3679256389021393, -0.060284553879004305, -0.04141100109898674, 0.2892110166901857, -0.11878792780473577, 0.1583744580545832, -0.2749166, 0.3060664, 0.19808361, -0.35020688, 0.2851606, 0.1625161, -0.23670241, 0.2838019, 0.29752693, -0.114795394]","[0.0031322500385942004, 0.04188043417744719, -0.1548077338932009, -0.1330660097713412, 0.030883076435572643, 0.05142241479019655, -0.05025607608906327, 0.4461286776852374, -0.07888900444776778, 0.2332916628266031, -0.2749166, 0.3060664, 0.19808361, -0.35020688, 0.2851606, 0.1625161, -0.23670241, 0.2838019, 0.29752693, -0.114795394]","[-0.08515280492928227, 0.24773753546509866, -0.27972759554039844, -0.3229809044368328, 0.06938920347408711, -0.05074327070727715, -0.09569822846380768, 0.25068298611998163, -0.13503178967340326, 0.18718550917445864, -0.2749166, 0.3060664, 0.19808361, -0.35020688, 0.2851606, 0.1625161, -0.23670241, 0.2838019, 0.29752693, -0.114795394]"
"[-0.26259714, 0.3245994, -0.24506985, -0.06337153, 0.27272004, 0.15191579, -0.16507575, 0.2532062, 0.09296267, 0.33009687, -0.30009902, 0.2805085, 0.2678579, -0.2339309, 0.27298415, 0.13512908, -0.057309646, 0.22287868, 0.22235002, -0.28069305]","[-0.10481965197155302, 0.1432826990290649, -0.32888093077121966, -0.12727234147063016, 0.10098475492650591, -0.0015092465555963663, -0.1130335087438448, 0.22337225782898049, -0.10634766286179376, 0.19973537264791658, -0.30009902, 0.2805085, 0.2678579, -0.2339309, 0.27298415, 0.13512908, -0.057309646, 0.22287868, 0.22235002, -0.28069305]","[-0.3121873351791796, 0.33933277820494573, -0.18345613991936335, 0.13567250238974748, 0.10408307608744069, 0.043496756739819065, -0.007815039657257355, 0.0935760752702785, -0.04588362388383113, 0.35696501259716706, -0.30009902, 0.2805085, 0.2678579, -0.2339309, 0.27298415, 0.13512908, -0.057309646, 0.22287868, 0.22235002, -0.28069305]","[-0.2906432076541098, 0.36518434486194845, -0.16356776431523487, -0.05259344895206665, 0.23317201864158865, 0.24737627835925835, -0.13442817987256125, 0.14852021813690608, 0.06931577126039862, 0.2255711430340186, -0.30009902, 0.2805085, 0.2678579, -0.2339309, 0.27298415, 0.13512908, -0.057309646, 0.22287868, 0.22235002, -0.28069305]","[-0.20097706151269945, 0.25631423565024647, -0.15550494695793635, -0.06685049904545635, 0.16048868490983859, 0.34189987074518646, -0.2696576889009218, 0.08148206798474994, 0.2577806876858866, 0.21642432746069903, -0.30009902, 0.2805085, 0.2678579, -0.2339309, 0.27298415, 0.13512908, -0.057309646, 0.22287868, 0.22235002, -0.28069305]","[-0.37576511582363675, 0.3862302781341348, -0.13573873341997414, -0.20625059748351565, 0.12174815028432276, 0.1920643249069993, -0.18111788129024722, 0.11422338231884205, 0.07370012217430832, 0.14490350336690722, -0.30009902, 0.2805085, 0.2678579, -0.2339309, 0.27298415, 0.13512908, -0.057309646, 0.22287868, 0.22235002, -0.28069305]"
"[-0.06561314, 0.30405688, -0.2622967, 0.24504799, -0.29756075, -0.24853171, 0.1923943, -0.27720523, -0.013097946, 0.23764259, -0.20664215, 0.2971318, -0.23226644, 0.18337668, 0.3243705, 0.06319499, -0.31492355, -0.23517327, 0.16436034, 0.18732917]","[-0.15416157880610465, 0.2395232271959612, -0.11974928783959932, 0.3683016977166127, -0.10886180630810405, -0.15988535107464782, 0.10744632945728058, -0.09296245493658045, 0.035509154111802305, 0.2344962432798958, -0.20664215, 0.2971318, -0.23226644, 0.18337668, 0.3243705, 0.06319499, -0.31492355, -0.23517327, 0.16436034, 0.18732917]","[-0.2269285071859729, 0.1257273289140724, -0.07659973484176841, 0.1650542319792497, -0.31431815377510414, -0.22556563373731384, 0.22255104891385863, -0.21216487450281962, -0.025449937668513667, 0.07742690572495153, -0.20664215, 0.2971318, -0.23226644, 0.18337668, 0.3243705, 0.06319499, -0.31492355, -0.23517327, 0.16436034, 0.18732917]","[-0.1725029956385955, 0.15325093994310263, -0.16727989452997116, 0.0718359588034877, -0.1643662515792798, -0.18265220995866863, 0.1807688099401368, -0.3871935455184808, 0.12042382336521826, 0.11141720198345939, -0.20664215, 0.2971318, -0.23226644, 0.18337668, 0.3243705, 0.06319499, -0.31492355, -0.23517327, 0.16436034, 0.18732917]","[0.09038447160867692, 0.14027094670314974, -0.292052560022437, 0.1269832480342482, -0.26835584749981867, -0.3126836813066516, 0.054817795856294343, -0.2129807520780163, 0.03889704479355163, 0.15359334396191082, -0.20664215, 0.2971318, -0.23226644, 0.18337668, 0.3243705, 0.06319499, -0.31492355, -0.23517327, 0.16436034, 0.18732917]","[-0.09032712634771563, 0.24549111661743386, -0.345274622517797, 0.059243718234162523, -0.4124796178959151, -0.10986939808573656, -0.0004951273395739642, -0.19967707918038013, -0.003264348641198178, 0.15954550220427383, -0.20664215, 0.2971318, -0.23226644, 0.18337668, 0.3243705, 0.06319499, -0.31492355, -0.23517327, 0.16436034, 0.18732917]"
"[-0.26341337, 0.33804223, -0.1742508, -0.05254742, 0.16403683, 0.32862812, 0.10502685, 0.34466463, -0.22404009, 0.20218351, -0.17063701, 0.31045103, 0.3631189, -0.25331983, 0.2710324, -0.11961283, -0.17301764, 0.41470873, 0.17221977, -0.26600292]","[-0.1327957706964104, 0.2410832582807132, -0.015634524878368167, 0.01024394107994199, 0.15564774340078183, 0.34502511853846063, -0.07788234089383664, 0.1520815593709964, -0.04711783319380128, 0.1277163612079606, -0.17063701, 0.31045103, 0.3631189, -0.25331983, 0.2710324, -0.11961283, -0.17301764, 0.41470873, 0.17221977, -0.26600292]","[-0.06454186678011192, 0.2616678424716046, -0.2605652076839606, -0.18824941422690544, 0.0838153271830471, 0.20814095026315999, -0.06733064191308286, 0.23541019760772283, -0.04258806746158847, 0.03902473693112307, -0.17063701, 0.31045103, 0.3631189, -0.25331983, 0.2710324, -0.11961283, -0.17301764, 0.41470873, 0.17221977, -0.26600292]","[-0.10938043384835244, 0.20152021324649422, -0.065409990526928, -0.1389069736950504, -0.004896289628410572, 0.20819168334657756, 0.05695172478673438, 0.39459958451484967, -0.06057166578966858, 0.2257492188865951, -0.17063701, 0.31045103, 0.3631189, -0.25331983, 0.2710324, -0.11961283, -0.17301764, 0.41470873, 0.17221977, -0.26600292]","[-0.29127143259734173, 0.2202523997468931, -0.06868304916266041, -0.0740716627346824, 0.12979254218940922, 0.13865594571650733, 0.07115777322915234, 0.30963140915399556, -0.107324451436457, 0.3575233174898398, -0.17063701, 0.31045103, 0.3631189, -0.25331983, 0.2710324, -0.11961283, -0.17301764, 0.41470873, 0.17221977, -0.26600292]","[-0.16090030194021127, 0.2002713710378469, -0.15061754161880844, -0.1415992687269597, 0.1396960067824604, 0.15374145152017132, 0.10375396080623062, 0.39115801240573134, -0.32814522338002877, 0.04309687497073533, -0.17063701, 0.31045103, 0.3631189, -0.25331983, 0.2710324, -0.11961283, -0.17301764, 0.41470873, 0.17221977, -0.26600292]"
"[-0.028523134, 0.280384, -0.368655, 0.23097666, -0.2929964, -0.22064972, 0.22579388, -0.32225037, 0.022935268, 0.3650107, -0.2466031, 0.295801, -0.2226021, 0.0932423, 0.18126786, 0.04955232, -0.017728513, -0.16348526, 0.2445854, 0.2561718]","[-0.000324190352087049, 0.3053712032503013, -0.20689825406800177, 0.14873478486910366, -0.11615818898697278, -0.24132073103325502, 0.2562210702293816, -0.20035226884647167, 0.116476199226973, 0.42237973788551564, -0.2466031, 0.295801, -0.2226021, 0.0932423, 0.18126786, 0.04955232, -0.017728513, -0.16348526, 0.2445854, 0.2561718]","[-0.06740031547129338, 0.11519713687059427, -0.3089235096847292, 0.03624775403002667, -0.1598068239905825, -0.33883407348261974, 0.15664486541323905, -0.3846291863383474, -0.17016920311977882, 0.3155337510909971, -0.2466031, 0.295801, -0.2226021, 0.0932423, 0.18126786, 0.04955232, -0.017728513, -0.16348526, 0.2445854, 0.2561718]","[-0.20256766314166835, 0.30352114068532277, -0.21074609983169912, 0.09495970652758484, -0.13472377432034222, -0.05232864198547055, 0.058535015620635594, -0.4807968629772641, -0.143830211462505, 0.35243817640908726, -0.2466031, 0.295801, -0.2226021, 0.0932423, 0.18126786, 0.04955232, -0.017728513, -0.16348526, 0.2445854, 0.2561718]","[-0.09524939582114647, 0.34838158099295785, -0.2786156998958159, 0.17572143099983795, -0.14447118498868522, -0.07909695194656574, 0.08025024063340408, -0.4180422502926503, 0.2154479082961971, 0.32838299553133676, -0.2466031, 0.295801, -0.2226021, 0.0932423, 0.18126786, 0.04955232, -0.017728513, -0.16348526, 0.2445854, 0.2561718]","[0.051498106033171794, 0.393484345357704, -0.18997185935322725, 0.09197911732349542, -0.3692898547613763, -0.07310933444787249, 0.13045329782632747, -0.44956181733889694, -0.09423557660657769, 0.1812663824254195, -0.2466031, 0.295801, -0.2226021, 0.0932423, 0.18126786, 0.04955232, -0.017728513, -0.16348526, 0.2445854, 0.2561718]"
"[0.36449975, -0.28873277, -0.31806564, -0.2952003, 0.18752846, -0.2756355, -0.0410573, -0.14808391, -0.19267696, 0.20225635, 0.21145034, -0.055315677, -0.17226337, 0.23734784, -0.29636392, -0.13008003, -0.30613032, 0.30001023, 0.23945895, -0.22479305]","[0.2758629403057683, -0.17530207487479188, -0.1594134970588847, -0.2207342209096294, 0.09591191725722811, -0.19418430639886963, -0.04330738429941603, -0.1243391151898866, -0.1348298807257815, 0.34406239952988715, 0.21145034, -0.055315677, -0.17226337, 0.23734784, -0.29636392, -0.13008003, -0.30613032, 0.30001023, 0.23945895, -0.22479305]","[0.36638435095236144, -0.28304897185864053, -0.13073550755948865, -0.24140820443507272, 0.31801822380079997, -0.13511357524602235, 0.08773374373898554, -0.0035536959582710137, -0.23626031451590207, 0.09354564649386296, 0.21145034, -0.055315677, -0.17226337, 0.23734784, -0.29636392, -0.13008003, -0.30613032, 0.30001023, 0.23945895, -0.22479305]","[0.3343220854987801, -0.40718008432783737, -0.12025010899407695, -0.1810668018334673, 0.059035478004468706, -0.11734432241726428, 0.14811268928168111, -0.16066789456634412, -0.28250552695791453, 0.11995880267093648, 0.21145034, -0.055315677, -0.17226337, 0.23734784, -0.29636392, -0.13008003, -0.30613032, 0.30001023, 0.23945895, -0.22479305]","[0.3788908967516211, -0.15309906382516336, -0.1647156123565932, -0.22293518641648502, 0.1415536846235923, -0.32928564338662136, 0.12537667489727541, -0.13709174556027443, -0.10863653733292122, 0.29111514793620274, 0.21145034, -0.055315677, -0.17226337, 0.23734784, -0.29636392, -0.13008003, -0.30613032, 0.30001023, 0.23945895, -0.22479305]","[0.19680176850339584, -0.18876254747541588, -0.1407542187939222, -0.34112585248009863, 0.07999702106741, -0.3446483951446735, 0.13932861802194488, -0.11283027529424933, -0.3062407669180939, 0.26779980433409445, 0.21145034, -0.055315677, -0.17226337, 0.23734784, -0.29636392, -0.13008003, -0.30613032, 0.30001023, 0.23945895, -0.22479305]"
"[-0.21563892, 0.3240734, -0.25706604, 0.28869626, -0.28730246, -0.20680413, 0.28355536, -0.32073364, 0.08890173, 0.2734985, -0.23606807, 0.3009281, -0.06903477, 0.04090044, 0.3479897, -0.0438826, -0.11664695, -0.26621932, 0.18308045, 0.11186993]","[-0.11177934698166914, 0.15624952233968606, -0.19030466547122715, 0.13907556089042183, -0.24143575824727187, -0.01932281899096991, 0.2920289069323405, -0.16874616099240858, -0.08877466805586597, 0.24610718602609188, -0.23606807, 0.3009281, -0.06903477, 0.04090044, 0.3479897, -0.0438826, -0.11664695, -0.26621932, 0.18308045, 0.11186993]","[-0.20909838544064463, 0.18836829812546688, -0.235665123390541, 0.2764434134568726, -0.09036315948791174, -0.22255382756289452, 0.08913565827784506, -0.2822888496945264, 0.04239273472676956, 0.3149287554673396, -0.23606807, 0.3009281, -0.06903477, 0.04090044, 0.3479897, -0.0438826, -0.11664695, -0.26621932, 0.18308045, 0.11186993]","[-0.32088519615970634, 0.22379428147139135, -0.15531816210532778, 0.34024601469735755, -0.10825903238172802, -0.24121157346312763, 0.11249989012201847, -0.28946917932237093, 0.1071832722011692, 0.13840163284411344, -0.23606807, 0.3009281, -0.06903477, 0.04090044, 0.3479897, -0.0438826, -0.11664695, -0.26621932, 0.18308045, 0.11186993]","[-0.030458496832810045, 0.25099235219320726, -0.09223520265520735, 0.3522345676503463, -0.3111795887089865, -0.14132932271722684, 0.23184744708476887, -0.2951512255071788, -0.0755033667812869, 0.18320675707586798, -0.23606807, 0.3009281, -0.06903477, 0.04090044, 0.3479897, -0.0438826, -0.11664695, -0.26621932, 0.18308045, 0.11186993]","[-0.02023801441703499, 0.2804255865061094, -0.15454128027966474, 0.4055111323651515, -0.21461135693330236, -0.18005181792635438, 0.10114781786533597, -0.29308311142117716, 0.13153714303369746, 0.1906401235275217, -0.23606807, 0.3009281, -0.06903477, 0.04090044, 0.3479897, -0.0438826, -0.11664695, -0.26621932, 0.18308045, 0.11186993]"
"[0.13077469, 0.27075228, -0.2798056, 0.25134945, -0.22356683, -0.2556155, -0.21975498, 0.18422647, -0.24482103, -0.06727179, -0.29041016, 0.3041683, -0.2267154, -0.22710887, -0.047198027, 0.24725536, -0.27148023, 0.21629766, -0.28050104, -0.25893825]","[-0.048967602563816354, 0.10251751570668027, -0.0856086094078215, 0.20833928378986472, -0.2598179763778811, -0.26037245360951766, -0.10406833205462235, 0.2899468575865841, -0.06922150295640062, -0.11707095563083156, -0.29041016, 0.3041683, -0.2267154, -0.22710887, -0.047198027, 0.24725536, -0.27148023, 0.21629766, -0.28050104, -0.25893825]","[0.2312125809639751, 0.2264916004080805, -0.13661660221856958, 0.2678987888755262, -0.15264650394354384, -0.1344509769160242, -0.24968587246620044, 0.08035975063635901, -0.2145890874745559, -0.08017450387884889, -0.29041016, 0.3041683, -0.2267154, -0.22710887, -0.047198027, 0.24725536, -0.27148023, 0.21629766, -0.28050104, -0.25893825]","[0.0925439606508291, 0.2952066252058526, -0.154371928404536, 0.06202474281127687, -0.2452806224143463, -0.18082370939450976, -0.02650580845515771, 0.20410540785901557, -0.284467252803547, -0.1662064251037156, -0.29041016, 0.3041683, -0.2267154, -0.22710887, -0.047198027, 0.24725536, -0.27148023, 0.21629766, -0.28050104, -0.25893825]","[0.19450253503490925, 0.2667644902428712, -0.1451737153363451, 0.3508408889333653, -0.1892222932946014, -0.2169469560378025, -0.03761042675013554, 0.05766997715738506, -0.2300235489663037, 0.09873780986491482, -0.29041016, 0.3041683, -0.2267154, -0.22710887, -0.047198027, 0.24725536, -0.27148023, 0.21629766, -0.28050104, -0.25893825]","[0.02128396227273595, 0.31272403315279174, -0.2900599511749749, 0.38611994702337366, -0.08148725572836107, -0.11669196493157835, -0.18339845675647015, 0.03632579946270195, -0.15519968396083705, 0.07127569990142879, -0.29041016, 0.3041683, -0.2267154, -0.22710887, -0.047198027, 0.24725536, -0.27148023, 0.21629766, -0.28050104, -0.25893825]"
